Model Name,Single Task,Tasks,Sampling Mode,final_loss_train,final_loss_dev,final_loss_test,final_acc_dev,final_acc_test,SemEval_final_acc_dev_2_class,SemEval_final_acc_dev_3_class,SemEval_final_acc_dev_4_class,SemEval_final_acc_test_2_class,SemEval_final_acc_test_3_class,SemEval_final_acc_test_4_class,Sentihood_strict__aspect_acc_dev,Sentihood_strict_aspect_acc_test,Sentihood_Sentiment_AUC,Sentihood_Aspect_AUC,Precision,Recall,F1_Score,Done?,UniqueID
bert-base-uncased,Sentihood_QA_B,"SST-2, Sentihood_QA_B",anneal,0.003309560840289539,0.1996004689294337,0.1996004689294337,0.9409836065573772,0.9383223684210528,,,,,,,,0.8665955176093917,0.9643601421179002,0.9739875845238148,0.9657039711191336,0.8770491803278688,0.9192439862542956,Yes,"bert-base-uncased|SST-2, Sentihood_QA_B|anneal"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",sequential,0.024542974393626186,0.2316528665167945,0.2316528665167945,0.94151376146789,0.94151376146789,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sequential"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",sequential,0.02023614602244461,0.20657714599600205,0.20657714599600205,0.676923076923077,0.7046046915725456,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sequential"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",sequential,0.02043026996277252,0.11743374868254562,0.11743374868254562,0.922,0.922,0.9579067121729238,0.9023638232271326,0.8663414634146341,0.9579067121729238,0.9023638232271326,0.8663414634146341,,,,,0.90205680705191,0.8985365853658537,0.9002932551319648,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sequential"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",sequential,0.015343802928938327,0.2392025887966156,0.2392025887966156,0.9311926605504588,0.9311926605504588,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sequential"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",sequential,0.012337072854283976,0.24844269167918426,0.24844269167918426,0.6609230769230771,0.6666666666666666,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sequential"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",sequential,0.0107725406947675,0.11657217556942895,0.11657217556942895,0.924,0.924,0.9476678043230944,0.8807810894141831,0.8478048780487805,0.9476678043230944,0.8807810894141831,0.8478048780487805,,,,,0.9247743229689068,0.8995121951219512,0.9119683481701284,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sequential"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",random,0.02424129705691749,0.2507798373699188,0.2507798373699188,0.9369266055045872,0.9369266055045872,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|random"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",random,0.0196941090379308,0.2093402729011499,0.2093402729011499,0.6772307692307692,0.702287865624095,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|random"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",random,0.01968047632530131,0.1146992217262934,0.1146992217262934,0.9245,0.9245,0.9544937428896472,0.8992805755395683,0.8702439024390244,0.9544937428896472,0.8992805755395683,0.8702439024390244,,,,,0.907920792079208,0.8946341463414634,0.9012285012285012,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|random"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",random,0.015240059591014337,0.2860334941319057,0.2860334941319057,0.9162844036697247,0.9162844036697247,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|random"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",random,0.012686514713753472,0.2481294798736389,0.2481294798736389,0.6633846153846154,0.6718795250506806,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|random"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",random,0.010978051892882722,0.11427575417135835,0.11427575417135835,0.927,0.927,0.944254835039818,0.8715313463514902,0.8409756097560975,0.944254835039818,0.8715313463514902,0.8409756097560975,,,,,0.9378185524974516,0.8975609756097561,0.9172482552342972,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|random"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",prop,0.021580969906242888,0.20264125296047755,0.20264125296047755,0.94151376146789,0.94151376146789,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|prop"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",prop,0.02010182749318,0.19237334453142607,0.19237334453142607,0.6713846153846154,0.6918621488560672,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|prop"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",prop,0.01633285342828459,0.13565334334827153,0.13565334334827153,0.9325,0.9325,0.9590443686006824,0.9013360739979444,0.8721951219512195,0.9590443686006824,0.9013360739979444,0.8721951219512195,,,,,0.9269269269269268,0.9034146341463416,0.9150197628458496,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|prop"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",prop,0.015592310739746694,0.2466040083340236,0.2466040083340236,0.9220183486238532,0.9220183486238532,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|prop"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",prop,0.014473675085269698,0.22294098282089606,0.22294098282089606,0.6572307692307693,0.6655082536924414,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|prop"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",prop,0.006678482014895921,0.14797849793455736,0.14797849793455736,0.9275,0.9275,0.9522184300341296,0.8951695786228159,0.8653658536585366,0.9522184300341296,0.8951695786228159,0.8653658536585366,,,,,0.9241516966067864,0.9034146341463416,0.9136655155402073,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|prop"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",sqrt,0.023296295640402847,0.2459118110792977,0.2459118110792977,0.9369266055045872,0.9369266055045872,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sqrt"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",sqrt,0.02020638131956859,0.2015987422603827,0.2015987422603827,0.6713846153846154,0.6982334202143065,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sqrt"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",sqrt,0.019573545552883587,0.1221139285161759,0.1221139285161759,0.92275,0.92275,0.9488054607508531,0.8920863309352518,0.8575609756097561,0.9488054607508531,0.8920863309352518,0.8575609756097561,,,,,0.9031007751937984,0.9092682926829267,0.9061740398638792,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|sqrt"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",sqrt,0.013740765971494744,0.2560917564800808,0.2560917564800808,0.9243119266055044,0.9243119266055044,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sqrt"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",sqrt,0.013374347001437923,0.2378418038670833,0.2378418038670833,0.6612307692307692,0.6640602374746597,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sqrt"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",sqrt,0.00885559976890362,0.1253529926643345,0.1253529926643345,0.9315,0.9315,0.9624573378839592,0.8900308324768756,0.864390243902439,0.9624573378839592,0.8900308324768756,0.864390243902439,,,,,0.9363636363636364,0.904390243902439,0.9200992555831266,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|sqrt"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",square,0.01910651113508829,0.2328628322907857,0.2328628322907857,0.93348623853211,0.93348623853211,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|square"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",square,0.017846521644769887,0.18942216239296472,0.18942216239296472,0.6621538461538462,0.6788300028960325,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|square"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",square,0.011684424130379312,0.16445303055944194,0.16445303055944194,0.92775,0.92775,0.9658703071672357,0.920863309352518,0.8839024390243903,0.9658703071672357,0.920863309352518,0.8839024390243903,,,,,0.9083743842364532,0.8995121951219512,0.9039215686274508,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|square"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",square,0.01357905138364866,0.2351451771599906,0.2351451771599906,0.9231651376146788,0.9231651376146788,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|square"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",square,0.015396536069521063,0.20500663152107826,0.20500663152107826,0.644,0.6585577758470895,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|square"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",square,0.004344966337682547,0.16763589372947385,0.16763589372947385,0.92925,0.92925,0.9556313993174058,0.8910585817060637,0.8634146341463415,0.9556313993174058,0.8910585817060637,0.8634146341463415,,,,,0.9313824419778002,0.9004878048780488,0.9156746031746033,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|square"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B",anneal,0.025066456147307785,0.21222545206546786,0.21222545206546786,0.9403669724770642,0.9403669724770642,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|anneal"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B",anneal,0.02284322826412337,0.1972984608549338,0.1972984608549338,0.6723076923076923,0.6993918331885317,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|anneal"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",anneal,0.01450075287494924,0.13253469318359093,0.13253469318359093,0.92875,0.92875,0.9624573378839592,0.9085303186022612,0.88,0.9624573378839592,0.9085303186022612,0.88,,,,,0.9105211406096362,0.9034146341463416,0.9069539666993144,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B|anneal"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B",anneal,0.016966253952652968,0.2461239035640444,0.2461239035640444,0.9300458715596328,0.9300458715596328,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|anneal"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B",anneal,0.015818467154302424,0.22970488495551625,0.22970488495551625,0.6569230769230769,0.6640602374746597,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|anneal"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B",anneal,0.0071612578417658565,0.13574585718678156,0.13574585718678156,0.927,0.927,0.944254835039818,0.894141829393628,0.8575609756097561,0.944254835039818,0.894141829393628,0.8575609756097561,,,,,0.9278557114228456,0.9034146341463416,0.9154720711814138,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B|anneal"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",sequential,0.02931428381936946,0.22242272325924464,0.22242272325924464,0.9392201834862384,0.9392201834862384,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sequential"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",sequential,0.028399142630309026,0.1905337904508297,0.1905337904508297,0.6664615384615384,0.6933101650738488,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sequential"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",sequential,0.013579957536117805,0.1526994576878761,0.1526994576878761,0.9344262295081968,0.9416118421052632,,,,,,,,0.8505869797225186,0.9664381867199464,0.9769734553880608,0.9540636042402828,0.8852459016393442,0.9183673469387756,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sequential"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",sequential,0.020101548482701768,0.2571363981281008,0.2571363981281008,0.9254587155963304,0.9254587155963304,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sequential"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",sequential,0.019447098130933857,0.2232197978748725,0.2232197978748725,0.6550769230769231,0.6594265855777585,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sequential"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",sequential,0.0105955334102404,0.15030317950401118,0.15030317950401118,0.9229508196721312,0.9268092105263158,,,,,,,,0.8548559231590181,0.9486103386583418,0.9714806600985288,0.9622302158273379,0.8770491803278688,0.9176672384219554,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sequential"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",random,0.027396477028741324,0.2041006322417941,0.2041006322417941,0.9449541284403672,0.9449541284403672,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|random"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",random,0.027837936314443864,0.1906425101825824,0.1906425101825824,0.672,0.6973646104836374,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|random"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",random,0.014914214923213737,0.14854799752885645,0.14854799752885645,0.9311475409836064,0.9366776315789472,,,,,,,,0.8516542155816436,0.9624486791735968,0.9758839394607238,0.9512195121951221,0.8950819672131147,0.9222972972972974,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|random"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",random,0.019794908436650924,0.26435911868299755,0.26435911868299755,0.9208715596330276,0.9208715596330276,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|random"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",random,0.019597407866807595,0.22267284846076604,0.22267284846076604,0.6575384615384615,0.6600057920648711,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|random"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",random,0.010842459313268866,0.1567133762662045,0.1567133762662045,0.9295081967213116,0.9226973684210528,,,,,,,,0.8431163287086446,0.9686501321533696,0.9737402067373022,0.9542961608775136,0.8557377049180328,0.902333621434745,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|random"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",prop,0.02470525344978726,0.2165499925613404,0.2165499925613404,0.9357798165137616,0.9357798165137616,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|prop"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",prop,0.02480475059859857,0.1843674214413533,0.1843674214413533,0.6633846153846154,0.6875181002027223,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|prop"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",prop,0.009640115464804495,0.18515982447636567,0.18515982447636567,0.9377049180327868,0.9383223684210528,,,,,,,,0.8676627534685165,0.9549382224824868,0.9750536802990142,0.9572192513368984,0.8803278688524591,0.9171648163962426,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|prop"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",prop,0.017317665116576782,0.2473842586789813,0.2473842586789813,0.9220183486238532,0.9220183486238532,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|prop"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",prop,0.020545074360797725,0.2063304397922296,0.2063304397922296,0.6513846153846153,0.6588473790906458,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|prop"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",prop,0.007414930983207077,0.18155160787070848,0.18155160787070848,0.9327868852459016,0.9259868421052632,,,,,,,,0.8505869797225186,0.9579591309403378,0.9722801471778582,0.9616087751371116,0.8622950819672132,0.909248055315471,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|prop"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",sqrt,0.027296622443029345,0.2128052647624697,0.2128052647624697,0.93348623853211,0.93348623853211,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sqrt"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",sqrt,0.02759476001371771,0.19022485413230386,0.19022485413230386,0.6670769230769231,0.6915725456125109,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sqrt"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",sqrt,0.013260471774698385,0.1630346794633872,0.1630346794633872,0.9377049180327868,0.9358552631578948,,,,,,,,0.8591248665955176,0.957904880484958,0.9770003276267408,0.9553571428571428,0.8770491803278688,0.9145299145299144,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|sqrt"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",sqrt,0.02017748894835044,0.2289187865597861,0.2289187865597861,0.9231651376146788,0.9231651376146788,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sqrt"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",sqrt,0.020612642000310332,0.21557779524188767,0.21557779524188767,0.6538461538461539,0.6634810309875471,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sqrt"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",sqrt,0.00958785550129948,0.17574753177839078,0.17574753177839078,0.919672131147541,0.921875,,,,,,,,0.8420490928495198,0.9637361523205364,0.9716117871086336,0.9631675874769796,0.8573770491803279,0.907198612315698,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|sqrt"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",square,0.022257730604747242,0.20035075502736227,0.20035075502736227,0.9392201834862384,0.9392201834862384,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|square"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",square,0.019994195998791844,0.1867817293566007,0.1867817293566007,0.6430769230769231,0.6741963509991312,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|square"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",square,0.005953485407153093,0.2458373846655542,0.2458373846655542,0.939344262295082,0.9424342105263158,,,,,,,,0.8601921024546425,0.9588801783790944,0.969513055247137,0.9573712255772646,0.8836065573770492,0.9190110826939468,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|square"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",square,0.01849956064850505,0.21311735468251364,0.21311735468251364,0.9208715596330276,0.9208715596330276,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|square"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",square,0.017979711134326917,0.20525202584954408,0.20525202584954408,0.6393846153846154,0.6504488850275123,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|square"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",square,0.002654110745972376,0.2321791002071801,0.2321791002071801,0.9311475409836064,0.9300986842105264,,,,,,,,0.8527214514407684,0.9630858111981976,0.9674710223970342,0.9629629629629628,0.8524590163934426,0.9043478260869564,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|square"
xlnet-base-cased,SST-2,"SST-2, NER, Sentihood_QA_B",anneal,0.028934908336856337,0.20600758918694087,0.20600758918694087,0.9392201834862384,0.9392201834862384,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|anneal"
xlnet-base-cased,NER,"SST-2, NER, Sentihood_QA_B",anneal,0.029862872198456063,0.18784146039531785,0.18784146039531785,0.6673846153846154,0.6886765131769476,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|anneal"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, Sentihood_QA_B",anneal,0.009371317739483341,0.1752701998762363,0.1752701998762363,0.9360655737704918,0.9391447368421052,,,,,,,,0.8644610458911419,0.952720911278318,0.9741558425028166,0.9534883720930232,0.8737704918032787,0.911890504704876,Yes,"xlnet-base-cased|SST-2, NER, Sentihood_QA_B|anneal"
bert-base-uncased,SST-2,"SST-2, NER, Sentihood_QA_B",anneal,0.022144309442427745,0.2403362031493868,0.2403362031493868,0.9323394495412844,0.9323394495412844,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|anneal"
bert-base-uncased,NER,"SST-2, NER, Sentihood_QA_B",anneal,0.02410056172545277,0.20915667368815494,0.20915667368815494,0.6566153846153846,0.6553721401679699,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, Sentihood_QA_B|anneal"
